title,category,secondary_category,source,rule_id,confidence,original_category,needs_review,review_notes,notes,is_health,uc_cto,uc_cto_name,uc_academic_group,family,level,successor_title,next_title,n_all,n_2025,n_2020,n_2010,first_year,last_year,avg_gross_all,avg_gross_2025
HR SUPV 2,Staff - Professional & Supervisory,"Finance, HR, Purchasing & Business Services",claude,P-SUPV,high,Staff,,,,N,,,,HR SUPV,2,,,562,85,37,0,2012,2025,113646.0,138927.0
INSTITUTIONAL RSCH ANL 3,Staff - Professional & Supervisory,Research Support (staff),claude,P-ROLE,high,Staff,,,,N,,,,INSTITUTIONAL RSCH ANL,3,,INSTITUTIONAL RSCH ANL 4,562,68,53,0,2012,2025,76587.0,91401.0
LOCKSMITH,Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,,,,,N,,,,LOCKSMITH,1,,,562,52,33,25,2010,2025,74735.0,102108.0
PROGR 5,Staff - Professional & Supervisory,Information Technology,claude,P-ROLE,high,,,,,N,,,,PROGR,5,,PROGR 6,562,0,0,0,2012,2018,70061.0,
MARKETING SPEC 4,Staff - Professional & Supervisory,"Development, Communications & Events",claude,P-ROLE,high,Staff,,,,N,,,,MARKETING SPEC,4,,MARKETING SPEC 5,560,80,40,0,2012,2025,99056.0,129690.0
STDT LIFE DEV SPEC 1,Staff - Professional & Supervisory,Student Services,claude,P-ROLE,high,Acad Staff,,,,N,,,,STDT LIFE DEV SPEC,1,,STDT LIFE DEV SPEC 2,560,52,49,0,2012,2025,15199.0,21642.0
ASSOC RES ---- - FISCAL YEAR,Academic Research,Professional Researcher,claude,R03,high,,,,Professional Research series (CTO 541-543),N,,,,RES-FY,2,ASSOC RES-FY,,559,0,0,271,2010,2011,69934.0,
PAT BILL AND COLL SUPV 1,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,PAT BILL AND COLL SUPV,1,,PAT BILL AND COLL SUPV 2,559,93,53,0,2016,2025,79522.0,99421.0
INSTITUTIONAL RSCH ANL 4,Staff - Professional & Supervisory,Research Support (staff),claude,P-ROLE,high,Staff,,,,N,,,,INSTITUTIONAL RSCH ANL,4,,INSTITUTIONAL RSCH ANL 5,558,67,40,0,2012,2025,103795.0,125585.0
PAT ACCESS SVC SUPV 1,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,PAT ACCESS SVC SUPV,1,,PAT ACCESS SVC SUPV 2,558,178,31,0,2017,2025,75710.0,83198.0
CONTRACTS AND GRANTS MGR 1,Staff - Management,Research Support (staff),claude,M-ROLE,high,Staff,,,,N,,,,CONTRACTS AND GRANTS MGR,1,,CONTRACTS AND GRANTS MGR 2,557,69,41,0,2012,2025,138849.0,163072.0
ACCESS REPR PD,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,ACCESS REPR,1,,,556,50,54,0,2012,2025,20836.0,26023.0
ANALYST IV-SUPERVISOR,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,ANL SUPV,4,ANL 4 SUPV,ANALYST V-SUPERVISOR,553,0,0,275,2010,2011,66962.0,
ASSOC DIR (FUNCTIONAL AREA),Staff - Management,Director / Associate / Assistant Director (staff),claude,M02,high,,,,,N,,,,DIR ASC,1,DIR ASC,,553,0,0,282,2010,2011,106069.0,
PHYS THER 2 PD,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,PHYS THER,2,,PHYS THER 3 EX,551,82,38,0,2012,2025,39763.0,43305.0
EDITOR SR,Staff - Professional & Supervisory,"Development, Communications & Events",claude,P-ROLE,high,,,,,N,,,,EDITOR,2,,EDITOR PRN,550,0,18,0,2012,2024,45574.0,
RSCH CMPLNC ANL 4,Staff - Professional & Supervisory,Legal & Compliance,claude,P-ROLE,high,Research Staff,,,,N,,,,RSCH CMPLNC ANL,4,,RSCH CMPLNC ANL 5,550,36,52,0,2012,2025,85799.0,104982.0
HS ASST CLIN PROF-AY,Non-Senate Faculty,Health Sciences Clinical Professor / Instructor,claude,F05,high,Non-Senate,,,,Y,341,HEALTH SCIENCES CLINICAL PROFESSOR,Faculty - Clinical/In-Residence/Adjunct,HS CLIN PROF-AY,1,,HS ASSOC CLIN PROF-AY,546,16,51,0,2012,2025,15921.0,11105.0
"ASSISTANT, MEDICAL, II",Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,MED AST,2,MED AST 2,,544,0,0,267,2010,2011,34200.0,
ASSOC ADJ PROF-FY,Non-Senate Faculty,Adjunct Professor / Instructor,claude,F08,high,Non-Senate,,,,N,335,ADJUNCT PROFESSOR,Faculty - Clinical/In-Residence/Adjunct,ADJ PROF-FY,2,,ADJ PROF-FY,543,60,36,0,2012,2025,45921.0,48551.0
POLICE OFFICER,Staff - Support & Operations,"Police, Security & Safety",claude,P01,high,,,,,N,,,,POLICE OFCR,1,POLICE OFCR,,541,0,0,264,2010,2011,82026.0,
SKLD CRAFTS TRADES SUPV 2,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-SUPV,high,Staff,,,,N,,,,SKLD CRAFTS TRADES SUPV,2,,,541,96,74,0,2020,2025,109530.0,125115.0
RES ---- - RECALLED,Academic Research,Professional Researcher,claude,F00c,high,,,,recalled researcher,N,,,,RECALL FACULTY,1,RECALL FACULTY,,540,0,0,124,2010,2015,42482.0,
POSTDOC-EMPLOYEE NEX,Academic Research,Postdoctoral Scholar,claude,R01,high,Research,,,,N,575,POSTDOCTORAL SCHOLAR,Postdoctoral Scholars,POSTDOC-EMPLOYEE,1,,,539,98,62,0,2017,2025,22504.0,26570.0
COMPUTER RESOURCE SPEC. II,Staff - Professional & Supervisory,Information Technology,claude,P-ROLE,high,,,,,N,,,,COMPUTER RESC SPEC,2,COMPUTER RESC SPEC 2,,538,0,0,277,2010,2011,40912.0,
IT ARCHITECT 4,Staff - Professional & Supervisory,Information Technology,claude,P-ROLE,high,Staff,,,,N,,,,IT ARCHITECT,4,,IT ARCHITECT 5,538,63,41,10,2010,2025,124135.0,146163.0
PROGRAM REPRESENTATIVE I,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,PRG REPR,1,PRG REPR 1,PROGRAM REPRESENTATIVE II,538,0,0,260,2010,2011,21143.0,
"COORDINATOR, MED OFF SRVC, II",Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,X-SUCCESSOR,medium,,,,inherited from successor title 'MED OFC SVC CRD 2' (H02),Y,,,,MED OFC SVC CRD,2,MED OFC SVC CRD 2,"COORDINATOR, MED OFF SRVC, III",536,0,0,281,2010,2011,33421.0,
ACCOUNTANT 1,Staff - Professional & Supervisory,"Finance, HR, Purchasing & Business Services",claude,P-ROLE,high,,,,,N,,,,ACCOUNTANT,1,,ACCOUNTANT 2 EX,535,0,26,0,2012,2023,45777.0,
ADJ PROF-AY-B/E/E,Non-Senate Faculty,Adjunct Professor / Instructor,claude,F08,high,Non-Senate,,,,N,335,ADJUNCT PROFESSOR,Faculty - Clinical/In-Residence/Adjunct,ADJ PROF-AY-B/E/E,3,,,535,38,43,0,2012,2025,128451.0,158948.0
PROGR 3,Staff - Professional & Supervisory,Information Technology,claude,P-ROLE,high,,,,,N,,,,PROGR,3,,PROGR 4,532,0,0,0,2012,2018,51531.0,
ORGANIZATIONAL CNSLT 5,Staff - Professional & Supervisory,"Finance, HR, Purchasing & Business Services",claude,P-ROLE,high,Staff,,,,N,,,,ORGANIZATIONAL CNSLT,5,,,531,79,37,0,2012,2025,156171.0,204644.0
ANESTHETIST NURSE SR PD,Health Care (Med Center & Clinical),Physician / Advanced Practice Provider (staff),claude,H02,high,Med Center,,,,Y,,,,ANESTHETIST NURSE,2,,,530,54,52,0,2012,2025,74413.0,99346.0
CLIN RSCH ANL 4,Health Care (Med Center & Clinical),Clinical Research Staff,claude,H02,high,Med Center,,,,Y,,,,CLIN RSCH ANL,4,,CLIN RSCH ANL 5,530,31,57,0,2016,2025,89836.0,96299.0
FARM LABORER,Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,,,,,N,,,,FARM LABORER,1,,,530,39,47,0,2012,2025,24576.0,44447.0
LAB MECHN SR,Staff - Support & Operations,Research Support (staff),claude,O-ROLE,high,Research Staff,,,,N,,,,LAB MECHN,2,,LAB MECHN PRN,529,29,33,0,2012,2025,51966.0,72805.0
STDT AFFAIRS OFCR 1 PD,Staff - Professional & Supervisory,Student Services,claude,P-ROLE,high,,,,,N,,,,STDT AFFAIRS OFCR,1,,,527,0,0,0,2012,2018,4038.0,
EDITOR,Staff - Professional & Supervisory,"Development, Communications & Events",claude,P-ROLE,high,Staff,,,,N,,,,EDITOR,1,,EDITOR SR,525,17,22,57,2010,2025,28495.0,33272.0
"COACH, INTERCOL ATHLETICS,ASST",Athletics,Assistant Coach / Coach,claude,T03,high,,,,,N,,,,INTERCOL ATH COACH,0,INTERCOL ATH COACH AST EX,,523,0,0,272,2010,2011,23624.0,
OTH POST DDS/REP,Health Care (Med Center & Clinical),Medical Intern / Resident,claude,H01,high,,,,CTO 446,Y,446,INTERN OR RESIDENT,Medical Interns/Residents,OTH POST DDS,1,,,523,100,0,0,2021,2025,58006.0,60929.0
PHARMACY TECHNICIAN II,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,PHARMACY TCHN,2,PHARMACY TCHN 2,PHARMACY TECHNICIAN III,523,0,0,264,2010,2011,45244.0,
STDT HEALTH PHYSCN 5,Health Care (Med Center & Clinical),Physician / Advanced Practice Provider (staff),claude,H02,high,Acad Staff,Y,,,Y,,,,STDT HEALTH PHYSCN,5,,,523,43,43,0,2014,2025,134137.0,188813.0
FAC MGT SPEC 4,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,Staff,,,,N,,,,FAC MGT SPEC,4,,FAC MGT SPEC 5,521,26,50,0,2012,2025,101359.0,114271.0
FOOD SVC WORKER SR PD,Staff - Support & Operations,"Custodial, Food, Housing & Hospitality",claude,O-ROLE,high,,,,,N,,,,FOOD SVC WORKER,2,,,521,57,45,0,2012,2025,14979.0,15430.0
GROUNDSKEEPER LD,Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,,,,,N,,,,GROUNDSKEEPER,3,,,521,47,38,0,2012,2025,50655.0,64462.0
FINANCIAL SVC SUPV 2,Staff - Professional & Supervisory,"Finance, HR, Purchasing & Business Services",claude,P-SUPV,high,Staff,,,,N,,,,FINANCIAL SVC SUPV,2,,,520,86,38,0,2012,2025,98763.0,111900.0
ARTIST,Staff - Professional & Supervisory,"Development, Communications & Events",claude,P-ROLE,high,Staff,,,,N,,,,ARTIST,1,,ARTIST SR,519,16,25,33,2010,2025,20070.0,45780.0
GENETIC CNSLR 3 EX,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,GENETIC CNSLR,3,,,519,55,41,0,2012,2025,102054.0,138927.0
CARE SUPV 1,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,Med Center,,,,Y,,,,CARE SUPV,1,,CARE SUPV 2,518,73,53,0,2016,2025,66591.0,80200.0
ELECTR TCHN SR,Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,Staff,,,,N,,,,ELECTR TCHN,2,,ELECTR TCHN PRN,518,36,35,0,2012,2025,59734.0,75578.0
GSR-FELLOW-TUIT REM,Student Research,Graduate Student Researcher,claude,G04,high,,,,,N,436,GRADUATE STUDENT RESEARCHER,Student Teaching/Research Assistants,GSR-FELLOW-TUIT REM,1,,,517,316,0,0,2024,2025,30830.0,37757.0
COUNSELING PSYCHOLOGIST 2,Health Care (Med Center & Clinical),Behavioral Health & Counseling,claude,H02,high,,,,,Y,,,,COUNSELING PSYCHOLOGIST,2,,COUNSELING PSYCHOLOGIST 3,516,0,0,7,2010,2016,53098.0,
PERSONNEL ANL PRN,Staff - Professional & Supervisory,"Finance, HR, Purchasing & Business Services",claude,P-ROLE,high,,,,,N,,,,PERSONNEL ANL,3,,,516,0,26,0,2012,2022,76804.0,
PGY1 POST PHARMD TRAINEE,Staff - Support & Operations,"Administration, Analysis & Clerical",claude,O-ROLE,high,,,,,N,,,,PGY1 POST PHARMD TRAINEE,1,,,516,120,0,0,2021,2025,37427.0,45403.0
ADMIN AST 3,Staff - Support & Operations,"Administration, Analysis & Clerical",claude,O-ROLE,high,Admin Staff,,,,N,,,,ADMIN AST,3,,,514,35,42,0,2012,2025,47261.0,69816.0
BIOINFORMATICS PROGR 2,Staff - Professional & Supervisory,Information Technology,claude,P-ROLE,high,Staff,,,,N,,,,BIOINFORMATICS PROGR,2,,BIOINFORMATICS PROGR 3,514,71,50,0,2015,2025,58163.0,70672.0
CURRICULUM PLNR 2,Staff - Professional & Supervisory,General / Unclassified staff,claude,P-ROLE,low,,,,,N,,,,CURRICULUM PLNR,2,,CURRICULUM PLNR 3,514,53,48,0,2016,2025,52180.0,60070.0
PROCTOR,Staff - Support & Operations,General / Unclassified staff,claude,O-ROLE,low,,,,,N,,,,PROCTOR,1,,,512,35,27,25,2010,2025,20553.0,27153.0
STEAMFITTER,Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,Staff,,,,N,,,,STEAMFITTER,1,,,511,54,41,19,2010,2025,95328.0,125938.0
PAT RCDS ABSTRACTOR 2,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,PAT RCDS ABSTRACTOR,2,,PAT RCDS ABSTRACTOR 3,509,69,41,0,2016,2025,58681.0,76307.0
CUSTODIAL SUPV 2,Staff - Professional & Supervisory,"Custodial, Food, Housing & Hospitality",claude,P-SUPV,high,Staff,,,,N,,,,CUSTODIAL SUPV,2,,,508,60,37,0,2012,2025,72485.0,88386.0
PHYS PLT SUPT SR,Staff - Management,"Facilities, Trades, Grounds & Logistics",claude,M-ROLE,high,,,,,N,,,,PHYS PLT SUPT,2,,,508,0,40,0,2012,2021,89270.0,
SVC PARTNER,Health Care (Med Center & Clinical),Hospital Support & Patient Services,claude,H02,high,,,,,Y,,,,SVC PARTNER,1,,,506,0,0,0,2012,2018,38034.0,
LIBRARY AST 5,Staff - Support & Operations,Library & Museum Staff,claude,O-ROLE,high,,,,,N,,,,LIBRARY AST,5,,,505,0,34,0,2012,2023,53330.0,
SR ADMIN ANALYST - SUPERVISOR,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,ADMIN ANL SR SUPV,1,ADMIN ANL SR SUPV,,505,0,0,246,2010,2011,65334.0,
"BUILDING MAINTENANCE WORKER,SR",Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,,,,,N,,,,BLDG MAINT WORKER,2,BLDG MAINT WORKER SR,,503,0,0,248,2010,2011,35471.0,
AGRICULTURAL TCHN,Staff - Support & Operations,Research Support (staff),claude,O-ROLE,high,Staff,,,,N,,,,AGRICULTURAL TCHN,1,,AGRICULTURAL TCHN SR,502,34,27,0,2012,2025,23150.0,31780.0
CLIN LAB SCI SPEC SUPV SR EX,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,Med Center,,,,Y,,,,CLIN LAB SUPV,2,CLIN LAB SUPV 2,,502,0,26,0,2012,2024,125335.0,
CONTRACT ADM 4,Staff - Professional & Supervisory,"Finance, HR, Purchasing & Business Services",claude,P-ROLE,high,Staff,,,,N,,,,CONTRACT ADM,4,,CONTRACT ADM 5,502,68,44,0,2012,2025,106125.0,129974.0
ATH PROFL 3,Athletics,"Athletics Staff (trainers, managers, professionals)",claude,T04,high,Athletics,,,,N,,,,ATH PROFL,3,,ATH PROFL 4 BYA,500,30,28,0,2012,2025,44430.0,57043.0
HR MGR 1,Staff - Management,"Finance, HR, Purchasing & Business Services",claude,M-ROLE,high,Staff,,,,N,,,,HR MGR,1,,HR MGR 2,500,61,23,0,2012,2025,133229.0,163122.0
AUDIOLOGIST SR EX,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,Med Center,,,,Y,,,,AUDIOLOGIST,2,,,499,57,36,0,2012,2025,100962.0,122463.0
VICE CHAN ASC,Senior Management Group,Associate / Assistant Vice Chancellor or Vice President,claude,S03,medium,Admin,,,Campus AVC/AVPs are often MSP rather than SMG; UCOP Associate VPs are usually SMG. Split on secondary if needed.,N,,,,VICE CHAN ASC,1,,,499,0,23,0,2012,2020,217344.0,
RESP THER 1,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,RESP THER,1,,RESP THER 2,498,18,26,0,2012,2025,87453.0,113761.0
FOOD SVC WORKER PD,Staff - Support & Operations,"Custodial, Food, Housing & Hospitality",claude,O-ROLE,high,,,,,N,,,,FOOD SVC WORKER,1,,FOOD SVC WORKER SR,497,29,40,0,2012,2025,9746.0,9709.0
TEACHER - SPECIAL PROGRAMS,Lecturers (Unit 18),"Other Unit 18 instructional title (Teacher-Special Programs, Demo Teacher, Continuing Educator)",claude,L09,medium,,,,Listed in the UC-AFT Unit 18 recognition clause; verify against the current MOU,N,,,,TEACHER-SPEC PROG,1,TEACHER-SPEC PROG,,497,0,0,232,2010,2011,6560.0,
TUT-NON GSHIP/NON REP,Student Instruction,Reader / Tutor,claude,G02,high,Student Instruction,,,,N,456,OTHER STUDENT TITLES,Student Teaching/Research Assistants,TUT-NON GSHIP,1,,,497,0,16,0,2012,2022,1482.0,
ADJ INSTR-HCOMP,Non-Senate Faculty,Adjunct Professor / Instructor,claude,F08,high,Non-Senate,,,,Y,335,ADJUNCT PROFESSOR,Faculty - Clinical/In-Residence/Adjunct,ADJ PROF-HCOMP,0,,ASST ADJ PROF-HCOMP,495,26,32,0,2012,2025,109599.0,133022.0
EVENTS SPEC 4,Staff - Professional & Supervisory,"Development, Communications & Events",claude,P-ROLE,high,Staff,,,,N,,,,EVENTS SPEC,4,,,495,80,34,0,2012,2025,90817.0,109214.0
DEV ENGR PRN,Staff - Professional & Supervisory,Research Support (staff),claude,P-ROLE,high,,,,,N,,,,RSCH AND DEV ENGR,4,RSCH AND DEV ENGR 4,,494,0,21,0,2012,2020,98768.0,
LECT PSOE-AY-100%,Senate Faculty,Teaching Professor (SOE/PSOE; formerly LSOE),claude,F04,high,,,,Lecturer with (Potential) Security of Employment; renamed Professor of Teaching series in 2024. Senate members.,N,,,,PROF OF TEACH-AY,1,LECT PSOE-AY,,493,0,0,0,2012,2017,83661.0,
GI ENDOSCOPY TCHN 1,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,GI ENDOSCOPY TCHN,1,,GI ENDOSCOPY TCHN 2,491,70,42,0,2012,2025,53527.0,70611.0
"COORDINATOR, MED OFF SRVC, III",Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,X-SUCCESSOR,medium,,,,inherited from successor title 'MED OFC SVC CRD 3' (H02),Y,,,,MED OFC SVC CRD,3,MED OFC SVC CRD 3,,490,0,0,240,2010,2011,39639.0,
FINANCIAL ANL 3 CX,Staff - Professional & Supervisory,"Finance, HR, Purchasing & Business Services",claude,P-ROLE,high,,,,,N,,,,FINANCIAL ANL,3,,,490,490,0,0,2025,2025,97697.0,97697.0
FINANCIAL SVC ANL 4,Staff - Professional & Supervisory,"Finance, HR, Purchasing & Business Services",claude,P-ROLE,high,Staff,,,,N,,,,FINANCIAL SVC ANL,4,,FINANCIAL SVC ANL 5,490,46,36,0,2012,2025,89768.0,104003.0
PAT TRANSPORT TCHN 2 PD,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,PAT TRANSPORT TCHN,2,,,490,59,52,0,2016,2025,29332.0,34076.0
CLERK PD,Staff - Support & Operations,"Administration, Analysis & Clerical",claude,O-ROLE,high,,,,,N,,,,CLERK,1,,,489,17,45,0,2012,2025,12195.0,25085.0
COGEN OPR,Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,,,,,N,,,,COGEN OPR,1,,,489,61,41,0,2012,2025,97876.0,133488.0
READER-NON GSHIP/NON REP,Student Instruction,Reader / Tutor,claude,G02,high,,,,,N,456,OTHER STUDENT TITLES,Student Teaching/Research Assistants,READER-NON GSHIP,1,,,489,4,0,0,2012,2025,926.0,1937.0
PAT TRANSPORT TCHN 1,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,PAT TRANSPORT TCHN,1,,PAT TRANSPORT TCHN 2,487,39,52,0,2016,2025,64949.0,79655.0
APPLICATIONS PROGR 5,Staff - Professional & Supervisory,Information Technology,claude,P-ROLE,high,Staff,,,,N,,,,APPLICATIONS PROGR,5,,,486,61,41,0,2012,2025,138797.0,171214.0
COACH SPEC,Athletics,Assistant Coach / Coach,claude,T03,high,Athletics,,,,N,,,,COACH SPEC,1,,,486,0,35,0,2012,2024,16398.0,
FAC MGT SPEC 3 CX,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,FAC MGT SPEC,3,,FAC MGT SPEC 4,485,173,0,0,2023,2025,91565.0,96666.0
FOOD SVC MGR,Staff - Management,"Custodial, Food, Housing & Hospitality",claude,M-ROLE,high,,,,,N,,,,FOOD SVC MGR,1,,FOOD SVC MGR SR,484,0,31,0,2012,2023,45191.0,
ANALYST V-SUPERVISOR,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,ANL SUPV,5,ANL 5 SUPV,ANALYST VI-SUPERVISOR,483,0,0,237,2010,2011,75871.0,
INTERVENTIONAL RADLG TCHNO,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,INTERVENTNL RADLG TCHNO,1,INTERVENTNL RADLG TCHNO,INTERVENTIONAL RADLG TCHNO SR,482,0,53,0,2012,2022,123705.0,
ASSOC PROJ SCIENTIST-FY-B/E/E,Academic Research,Project Scientist,claude,R02,high,Research,,,,N,,,,PROJ SCIENTIST-FY-B/E/E,2,,PROJ SCIENTIST-FY-B/E/E,481,30,27,0,2012,2025,78136.0,103972.0
RSDT ADVISOR,Staff - Professional & Supervisory,Student Services,claude,P-ROLE,high,,,,,N,,,,RSDT ADVISOR,1,,RSDT ADVISOR 2,481,2,26,0,2012,2025,13851.0,570.0
TEACHER-SPEC PROG-CONTINUING,Lecturers (Unit 18),"Other Unit 18 instructional title (Teacher-Special Programs, Demo Teacher, Continuing Educator)",claude,L09,medium,Unit 18,,,Listed in the UC-AFT Unit 18 recognition clause; verify against the current MOU,N,928,MISCELLANEOUS TITLES-SINGLE TITLES,Other Academic Employees,TEACHER-SPEC PROG-CONTINUING,1,,,481,43,40,16,2010,2025,12866.0,16400.0
ASST DIR (FUNCTIONAL AREA),Staff - Management,Director / Associate / Assistant Director (staff),claude,M02,high,,,,,N,,,,DIR,0,DIR AST,,480,0,0,245,2010,2011,100596.0,
FAC SUPV 2,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-SUPV,high,,,,,N,,,,FAC SUPV,2,,,480,79,42,0,2015,2025,103020.0,113020.0
FOOD SVC MGR SR,Staff - Management,"Custodial, Food, Housing & Hospitality",claude,M-ROLE,high,,,,,N,,,,FOOD SVC SUPV,2,FOOD SVC SUPV 2,FOOD SVC MGR PRN,480,0,28,0,2012,2020,57821.0,
CMPTL AND DATA SCI RSCH SPEC 3,Staff - Professional & Supervisory,Information Technology,claude,P-ROLE,high,Staff,,,,N,,,,CMPTL AND DATA SCI RSCH SPEC,3,,CMPTL AND DATA SCI RSCH SPEC 4,479,22,42,0,2015,2025,72109.0,72280.0
EHS TCHN SR,Staff - Support & Operations,"Police, Security & Safety",claude,O-ROLE,high,Staff,,,,N,,,,EHS TCHN,2,,EHS TCHN PRN,479,31,25,0,2012,2025,43324.0,65995.0
FIN ANL,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,FIN ANL,1,,FIN ANL SR,479,0,36,0,2012,2020,46254.0,
FUNDRAISING MGR 3,Staff - Management,"Development, Communications & Events",claude,M-ROLE,high,Staff,,,,N,,,,FUNDRAISING MGR,3,,FUNDRAISING MGR 4,479,37,34,0,2012,2025,204509.0,277891.0
MEDIA COMM SPEC 2,Staff - Professional & Supervisory,"Development, Communications & Events",claude,P-ROLE,high,Staff,,,,N,,,,MEDIA COMM SPEC,2,,MEDIA COMM SPEC 3,479,67,36,0,2012,2025,47871.0,55086.0
"THERAPIST, RESPIRATORY, REG, I",Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,REG RESP THER,1,REG RESP THER 1,,479,0,0,237,2010,2011,75907.0,
MED INTERPRETER 2,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,Med Center,,,,Y,,,,MED INTERPRETER,2,,,478,56,35,0,2012,2025,59210.0,65074.0
PSYCHOLOGIST 1,Health Care (Med Center & Clinical),Behavioral Health & Counseling,claude,H02,high,,,,,Y,,,,PSYCHOLOGIST,1,,PSYCHOLOGIST 2,478,36,26,0,2012,2025,54910.0,71303.0
CHIEF RESID PHYS-REP,Health Care (Med Center & Clinical),Medical Intern / Resident,claude,H01,high,Med Center,,,CTO 446,Y,446,INTERN OR RESIDENT,Medical Interns/Residents,CHIEF RESID PHYS,1,,,477,57,92,0,2014,2025,64131.0,42334.0
"COUNSELOR, CAMP",Staff - Support & Operations,"Recreation, Child Care & Camps",claude,P03,high,,,,Mostly part-time / seasonal,N,,,,CAMP CNSLR,1,CAMP CNSLR,,477,0,0,222,2010,2011,1695.0,
"SCIENTIST SPECIALIST,CL LAB",Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,X-SUCCESSOR,medium,,,,inherited from successor title 'CLIN LAB SCI SPEC' (H02),Y,,,,CLIN LAB SCI SPEC,1,CLIN LAB SCI SPEC,,477,0,0,231,2010,2011,85754.0,
